Temperature, Et, tn0, k, chi2
453, 0.617426, 0.000259839, -0.08656, 0.00140514
453, 0.628235, 0.000260016, -0.0871804, 0.00140514
453, 0.639043, 0.00026015, -0.087651, 0.00140514
453, 0.649852, 0.000260252, -0.0880081, 0.00140514
453, 0.660661, 0.000260329, -0.0882793, 0.00140514
453, 0.67147, 0.000260388, -0.0884855, 0.00140514
453, 0.682278, 0.000260433, -0.0886426, 0.00140514
453, 0.693087, 0.000260467, -0.0887626, 0.00140514
453, 0.703896, 0.000260494, -0.088855, 0.00140514
453, 0.714704, 0.000260514, -0.0889268, 0.00140514
453, 0.725513, 0.000260531, -0.0889836, 0.00140514
453, 0.736322, 0.000260544, -0.0890297, 0.00140514
453, 0.74713, 0.000260555, -0.0890686, 0.00140514
453, 0.757939, 0.000260565, -0.0891035, 0.00140514
453, 0.768748, 0.000260574, -0.089137, 0.00140514
453, 0.779556, 0.000260584, -0.0891716, 0.00140514
453, 0.790365, 0.000260595, -0.0892102, 0.00140514
453, 0.801174, 0.000260608, -0.0892555, 0.00140514
453, 0.811982, 0.000260624, -0.0893113, 0.00140514
453, 0.822791, 0.000260645, -0.0893818, 0.00140514
453, 0.8336, 0.00026067, -0.0894725, 0.00140514
453, 0.844409, 0.000260704, -0.0895906, 0.00140514
453, 0.855217, 0.000260749, -0.0897455, 0.00140514
453, 0.866026, 0.000260807, -0.0899496, 0.00140514
453, 0.876835, 0.000260884, -0.0902194, 0.00140514
453, 0.887643, 0.000260987, -0.0905772, 0.00140514
453, 0.898452, 0.000261124, -0.0910529, 0.00140514
453, 0.909261, 0.000261306, -0.0916878, 0.00140514
453, 0.920069, 0.000261551, -0.0925386, 0.00140514
453, 0.930878, 0.000261882, -0.0936851, 0.00140514
453, 0.941687, 0.000262333, -0.0952414, 0.00140514
453, 0.952495, 0.000262953, -0.0973748, 0.00140514
453, 0.963304, 0.000263819, -0.100339, 0.00140514
453, 0.974113, 0.000265056, -0.104537, 0.00140514
453, 0.984921, 0.000266875, -0.110643, 0.00140514
453, 0.99573, 0.000269676, -0.119878, 0.00140514
453, 1.00654, 0.000274298, -0.134708, 0.00140514
453, 1.01735, 0.000282885, -0.160976, 0.00140514
453, 1.02816, 0.000303016, -0.216717, 0.00140514
453, 1.03896, 0.000394867, -0.398917, 0.00140514
453, 1.04977, 5.09111e-05, 3.662, 0.00140514
453, 1.06058, 0.000189299, 0.253822, 0.00140514
453, 1.07139, 0.00021307, 0.113945, 0.00140514
453, 1.0822, 0.000222656, 0.0659825, 0.00140514
453, 1.09301, 0.000227688, 0.0424268, 0.00140514
453, 1.10382, 0.000230693, 0.0288444, 0.00140514
453, 1.11463, 0.00023263, 0.0202805, 0.00140514
453, 1.12543, 0.000233938, 0.0145734, 0.00140514
443, 0.0430147, 3.83391e-08, 6176.81, 0.00148669
443, 0.0538544, 5.09257e-08, 4649.92, 0.00148669
443, 0.0646941, 6.76435e-08, 3500.47, 0.00148669
443, 0.0755338, 8.98472e-08, 2635.16, 0.00148669
443, 0.0863735, 1.19336e-07, 1983.75, 0.00148669
443, 0.0972133, 1.58496e-07, 1493.37, 0.00148669
443, 0.108053, 2.10497e-07, 1124.2, 0.00148669
443, 0.118893, 2.79538e-07, 846.297, 0.00148669
443, 0.129732, 3.7119e-07, 637.087, 0.00148669
443, 0.140572, 4.92831e-07, 479.594, 0.00148669
443, 0.151412, 6.54228e-07, 361.032, 0.00148669
443, 0.162251, 8.68294e-07, 271.778, 0.00148669
443, 0.173091, 1.15207e-06, 204.587, 0.00148669
443, 0.183931, 1.52802e-06, 154.006, 0.00148669
443, 0.194771, 2.02562e-06, 115.928, 0.00148669
443, 0.20561, 2.68348e-06, 87.2629, 0.00148669
443, 0.21645, 3.55187e-06, 65.6836, 0.00148669
443, 0.22729, 4.69583e-06, 49.4387, 0.00148669
443, 0.238129, 6.19877e-06, 37.2094, 0.00148669
443, 0.248969, 8.1664e-06, 28.0032, 0.00148669
443, 0.259809, 1.07305e-05, 21.0727, 0.00148669
443, 0.270649, 1.4052e-05, 15.8554, 0.00148669
443, 0.281488, 1.83211e-05, 11.9278, 0.00148669
443, 0.292328, 2.37539e-05, 8.97105, 0.00148669
443, 0.303168, 3.05803e-05, 6.74522, 0.00148669
443, 0.314007, 3.90225e-05, 5.06961, 0.00148669
443, 0.324847, 4.92598e-05, 3.80821, 0.00148669
443, 0.335687, 6.13825e-05, 2.85861, 0.00148669
443, 0.346526, 7.53403e-05, 2.14376, 0.00148669
443, 0.357366, 9.09006e-05, 1.60561, 0.00148669
443, 0.368206, 0.000107636, 1.20049, 0.00148669
443, 0.379046, 0.000124954, 0.895515, 0.00148669
443, 0.389885, 0.000142174, 0.665928, 0.00148669
443, 0.400725, 0.000158631, 0.493094, 0.00148669
443, 0.411565, 0.000173774, 0.362984, 0.00148669
443, 0.422404, 0.000187229, 0.265037, 0.00148669
443, 0.433244, 0.000198817, 0.191302, 0.00148669
443, 0.444084, 0.000208534, 0.135794, 0.00148669
443, 0.454924, 0.000216499, 0.0940073, 0.00148669
443, 0.465763, 0.000222908, 0.0625501, 0.00148669
443, 0.476603, 0.00022799, 0.0388691, 0.00148669
