Temperature, Et, NtSigman, k, chi2
418, 0.705075, 2.43123e-06, 0.18402, 0.00154482
418, 0.715991, 2.4312e-06, 0.184007, 0.00154482
418, 0.726907, 2.43119e-06, 0.184, 0.00154482
418, 0.737823, 2.43118e-06, 0.183998, 0.00154482
418, 0.748738, 2.43119e-06, 0.184001, 0.00154482
418, 0.759654, 2.4312e-06, 0.184009, 0.00154482
418, 0.77057, 2.43123e-06, 0.184023, 0.00154482
418, 0.781486, 2.43128e-06, 0.184044, 0.00154482
418, 0.792402, 2.43134e-06, 0.184075, 0.00154482
418, 0.803318, 2.43143e-06, 0.184117, 0.00154482
418, 0.814234, 2.43155e-06, 0.184176, 0.00154482
418, 0.82515, 2.43171e-06, 0.184256, 0.00154482
418, 0.836066, 2.43194e-06, 0.184365, 0.00154482
418, 0.846982, 2.43224e-06, 0.184513, 0.00154482
418, 0.857897, 2.43265e-06, 0.184714, 0.00154482
418, 0.868813, 2.43321e-06, 0.184987, 0.00154482
418, 0.879729, 2.43398e-06, 0.185359, 0.00154482
418, 0.890645, 2.43502e-06, 0.185864, 0.00154482
418, 0.901561, 2.43643e-06, 0.186553, 0.00154482
418, 0.912477, 2.43836e-06, 0.187494, 0.00154482
418, 0.923393, 2.44101e-06, 0.188784, 0.00154482
418, 0.934309, 2.44465e-06, 0.190558, 0.00154482
418, 0.945225, 2.4497e-06, 0.193014, 0.00154482
418, 0.95614, 2.45674e-06, 0.196443, 0.00154482
418, 0.967056, 2.46668e-06, 0.201284, 0.00154482
418, 0.977972, 2.48094e-06, 0.208232, 0.00154482
418, 0.988888, 2.50191e-06, 0.218441, 0.00154482
418, 0.999804, 2.5338e-06, 0.233973, 0.00154482
418, 1.01072, 2.58498e-06, 0.258899, 0.00154482
418, 1.02164, 2.67459e-06, 0.302537, 0.00154482
418, 1.03255, 2.85828e-06, 0.391997, 0.00154482
418, 1.04347, 3.39573e-06, 0.653735, 0.00154482
418, 1.05438, 1.60444e-05, 6.81372, 0.00154482
418, 1.0653, 8.63471e-07, -0.579485, 0.00154482
418, 1.07622, 1.57146e-06, -0.234692, 0.00154482
418, 1.08713, 1.78647e-06, -0.129979, 0.00154482
418, 1.09805, 1.88699e-06, -0.0810287, 0.00154482
418, 1.10896, 1.94317e-06, -0.0536646, 0.00154482
418, 1.11988, 1.97775e-06, -0.0368259, 0.00154482
418, 1.13079, 2.0003e-06, -0.0258455, 0.00154482
408, 0.0377095, 0.0147107, 7017.22, 0.00152393
408, 0.0486553, 0.0107759, 5140.01, 0.00152393
408, 0.0596011, 0.00789378, 3765, 0.00152393
408, 0.0705469, 0.0057827, 2757.84, 0.00152393
408, 0.0814928, 0.0042364, 2020.12, 0.00152393
408, 0.0924386, 0.00310377, 1479.76, 0.00152393
408, 0.103384, 0.00227414, 1083.96, 0.00152393
408, 0.11433, 0.00166646, 794.044, 0.00152393
408, 0.125276, 0.00122136, 581.69, 0.00152393
408, 0.136222, 0.000895325, 426.146, 0.00152393
408, 0.147168, 0.000656516, 312.214, 0.00152393
408, 0.158113, 0.000481594, 228.761, 0.00152393
408, 0.169059, 0.000353469, 167.634, 0.00152393
408, 0.180005, 0.00025962, 122.861, 0.00152393
408, 0.190951, 0.000190878, 90.065, 0.00152393
408, 0.201897, 0.000140527, 66.043, 0.00152393
408, 0.212842, 0.000103645, 48.4476, 0.00152393
408, 0.223788, 7.66307e-05, 35.5593, 0.00152393
408, 0.234734, 5.68432e-05, 26.119, 0.00152393
408, 0.24568, 4.23494e-05, 19.2042, 0.00152393
408, 0.256626, 3.1733e-05, 14.1393, 0.00152393
408, 0.267572, 2.39568e-05, 10.4294, 0.00152393
408, 0.278517, 1.82609e-05, 7.71199, 0.00152393
408, 0.289463, 1.40888e-05, 5.72156, 0.00152393
408, 0.300409, 1.10329e-05, 4.26361, 0.00152393
408, 0.311355, 8.79447e-06, 3.1957, 0.00152393
408, 0.322301, 7.1549e-06, 2.41349, 0.00152393
408, 0.333246, 5.95395e-06, 1.84054, 0.00152393
408, 0.344192, 5.07429e-06, 1.42086, 0.00152393
408, 0.355138, 4.42996e-06, 1.11347, 0.00152393
408, 0.366084, 3.958e-06, 0.888303, 0.00152393
408, 0.37703, 3.61231e-06, 0.723377, 0.00152393
408, 0.387975, 3.3591e-06, 0.602573, 0.00152393
408, 0.398921, 3.17362e-06, 0.514087, 0.00152393
408, 0.409867, 3.03777e-06, 0.449274, 0.00152393
408, 0.420813, 2.93826e-06, 0.401799, 0.00152393
408, 0.431759, 2.86537e-06, 0.367026, 0.00152393
408, 0.442704, 2.81199e-06, 0.341555, 0.00152393
408, 0.45365, 2.77288e-06, 0.322898, 0.00152393
408, 0.464596, 2.74424e-06, 0.309233, 0.00152393
408, 0.475542, 2.72326e-06, 0.299223, 0.00152393
408, 0.486488, 2.70789e-06, 0.291891, 0.00152393
408, 0.497434, 2.69663e-06, 0.286521, 0.00152393
408, 0.508379, 2.68839e-06, 0.282587, 0.00152393
408, 0.519325, 2.68235e-06, 0.279706, 0.00152393
408, 0.530271, 2.67792e-06, 0.277595, 0.00152393
408, 0.541217, 2.67468e-06, 0.276049, 0.00152393
408, 0.552163, 2.67231e-06, 0.274917, 0.00152393
408, 0.563108, 2.67057e-06, 0.274088, 0.00152393
408, 0.574054, 2.6693e-06, 0.27348, 0.00152393
408, 0.585, 2.66836e-06, 0.273035, 0.00152393
408, 0.595946, 2.66768e-06, 0.27271, 0.00152393
408, 0.606892, 2.66718e-06, 0.272471, 0.00152393
408, 0.617837, 2.66682e-06, 0.272297, 0.00152393
408, 0.628783, 2.66655e-06, 0.272169, 0.00152393
408, 0.639729, 2.66635e-06, 0.272075, 0.00152393
408, 0.650675, 2.66621e-06, 0.272007, 0.00152393
408, 0.661621, 2.66611e-06, 0.271958, 0.00152393
408, 0.672566, 2.66603e-06, 0.271922, 0.00152393
408, 0.683512, 2.66598e-06, 0.271897, 0.00152393
408, 0.694458, 2.66594e-06, 0.27188, 0.00152393
408, 0.705404, 2.66592e-06, 0.271869, 0.00152393
408, 0.71635, 2.66591e-06, 0.271862, 0.00152393
408, 0.727296, 2.6659e-06, 0.271861, 0.00152393
408, 0.738241, 2.66591e-06, 0.271863, 0.00152393
408, 0.749187, 2.66592e-06, 0.27187, 0.00152393
408, 0.760133, 2.66595e-06, 0.271883, 0.00152393
408, 0.771079, 2.66599e-06, 0.271902, 0.00152393
408, 0.782025, 2.66604e-06, 0.271929, 0.00152393
408, 0.79297, 2.66612e-06, 0.271967, 0.00152393
408, 0.803916, 2.66624e-06, 0.27202, 0.00152393
408, 0.814862, 2.66639e-06, 0.272092, 0.00152393
408, 0.825808, 2.6666e-06, 0.272192, 0.00152393
408, 0.836754, 2.66688e-06, 0.272328, 0.00152393
408, 0.847699, 2.66727e-06, 0.272515, 0.00152393
408, 0.858645, 2.66781e-06, 0.27277, 0.00152393
408, 0.869591, 2.66854e-06, 0.27312, 0.00152393
408, 0.880537, 2.66955e-06, 0.273599, 0.00152393
408, 0.891483, 2.67092e-06, 0.274255, 0.00152393
408, 0.902428, 2.67281e-06, 0.275157, 0.00152393
408, 0.913374, 2.67541e-06, 0.276397, 0.00152393
408, 0.92432, 2.679e-06, 0.278109, 0.00152393
408, 0.935266, 2.68397e-06, 0.28048, 0.00152393
408, 0.946212, 2.69089e-06, 0.283784, 0.00152393
408, 0.957158, 2.70062e-06, 0.288422, 0.00152393
408, 0.968103, 2.71441e-06, 0.295004, 0.00152393
408, 0.979049, 2.7343e-06, 0.304491, 0.00152393
408, 0.989995, 2.7636e-06, 0.318472, 0.00152393
408, 1.00094, 2.80825e-06, 0.339773, 0.00152393
408, 1.01189, 2.87982e-06, 0.373916, 0.00152393
408, 1.02283, 3.00443e-06, 0.433369, 0.00152393
408, 1.03378, 3.25629e-06, 0.553526, 0.00152393
408, 1.04472, 3.96296e-06, 0.890668, 0.00152393
408, 1.05567, 1.31782e-05, 5.28711, 0.00152393
408, 1.06662, 1.65032e-07, -0.921266, 0.00152393
408, 1.07756, 1.35425e-06, -0.353908, 0.00152393
408, 1.08851, 1.69307e-06, -0.19226, 0.00152393
408, 1.09945, 1.84785e-06, -0.118418, 0.00152393
408, 1.1104, 1.93323e-06, -0.0776842, 0.00152393
408, 1.12134, 1.98527e-06, -0.0528601, 0.00152393
408, 1.13229, 2.01892e-06, -0.0368039, 0.00152393
398, 0.0362307, 0.0156328, 7336.24, 0.00148427
398, 0.0472061, 0.0113524, 5327.25, 0.00148427
398, 0.0581815, 0.00824426, 3868.44, 0.00148427
398, 0.0691569, 0.0059873, 2809.14, 0.00148427
398, 0.0801322, 0.00434844, 2039.94, 0.00148427
398, 0.0911076, 0.00315839, 1481.39, 0.00148427
398, 0.102083, 0.00229424, 1075.8, 0.00148427
398, 0.113058, 0.00166676, 781.291, 0.00148427
398, 0.124034, 0.00121111, 567.434, 0.00148427
398, 0.135009, 0.000880248, 412.144, 0.00148427
398, 0.145985, 0.000639995, 299.381, 0.00148427
398, 0.15696, 0.000465537, 217.5, 0.00148427
398, 0.167935, 0.000338857, 158.042, 0.00148427
398, 0.178911, 0.000246869, 114.868, 0.00148427
398, 0.189886, 0.000180073, 83.5171, 0.00148427
398, 0.200861, 0.000131569, 60.752, 0.00148427
398, 0.211837, 9.6349e-05, 44.2214, 0.00148427
398, 0.222812, 7.07741e-05, 32.2178, 0.00148427
398, 0.233788, 5.22031e-05, 23.5015, 0.00148427
398, 0.244763, 3.8718e-05, 17.1723, 0.00148427
398, 0.255738, 2.89259e-05, 12.5763, 0.00148427
398, 0.266714, 2.18154e-05, 9.23906, 0.00148427
398, 0.277689, 1.66522e-05, 6.81572, 0.00148427
398, 0.288665, 1.2903e-05, 5.05603, 0.00148427
398, 0.29964, 1.01806e-05, 3.77825, 0.00148427
398, 0.310615, 8.20371e-06, 2.85041, 0.00148427
398, 0.321591, 6.76821e-06, 2.17666, 0.00148427
398, 0.332566, 5.72584e-06, 1.68742, 0.00148427
398, 0.343542, 4.96894e-06, 1.33217, 0.00148427
398, 0.354517, 4.41931e-06, 1.0742, 0.00148427
398, 0.365492, 4.02021e-06, 0.886884, 0.00148427
398, 0.376468, 3.73041e-06, 0.750865, 0.00148427
398, 0.387443, 3.51997e-06, 0.652095, 0.00148427
398, 0.398418, 3.36716e-06, 0.580375, 0.00148427
398, 0.409394, 3.2562e-06, 0.528296, 0.00148427
398, 0.420369, 3.17563e-06, 0.490479, 0.00148427
398, 0.431345, 3.11712e-06, 0.463019, 0.00148427
398, 0.44232, 3.07464e-06, 0.443079, 0.00148427
398, 0.453295, 3.04379e-06, 0.428599, 0.00148427
398, 0.464271, 3.02138e-06, 0.418085, 0.00148427
398, 0.475246, 3.00512e-06, 0.410451, 0.00148427
398, 0.486222, 2.99331e-06, 0.404907, 0.00148427
398, 0.497197, 2.98473e-06, 0.400881, 0.00148427
398, 0.508172, 2.9785e-06, 0.397958, 0.00148427
398, 0.519148, 2.97398e-06, 0.395836, 0.00148427
398, 0.530123, 2.9707e-06, 0.394294, 0.00148427
398, 0.541098, 2.96831e-06, 0.393175, 0.00148427
398, 0.552074, 2.96658e-06, 0.392362, 0.00148427
398, 0.563049, 2.96532e-06, 0.391772, 0.00148427
398, 0.574025, 2.96441e-06, 0.391344, 0.00148427
398, 0.585, 2.96375e-06, 0.391033, 0.00148427
398, 0.595975, 2.96327e-06, 0.390807, 0.00148427
398, 0.606951, 2.96292e-06, 0.390643, 0.00148427
398, 0.617926, 2.96266e-06, 0.390524, 0.00148427
398, 0.628902, 2.96248e-06, 0.390438, 0.00148427
398, 0.639877, 2.96235e-06, 0.390376, 0.00148427
398, 0.650852, 2.96225e-06, 0.390331, 0.00148427
398, 0.661828, 2.96218e-06, 0.390299, 0.00148427
398, 0.672803, 2.96213e-06, 0.390276, 0.00148427
398, 0.683778, 2.9621e-06, 0.390261, 0.00148427
398, 0.694754, 2.96208e-06, 0.39025, 0.00148427
398, 0.705729, 2.96207e-06, 0.390245, 0.00148427
398, 0.716705, 2.96206e-06, 0.390243, 0.00148427
398, 0.72768, 2.96207e-06, 0.390245, 0.00148427
398, 0.738655, 2.96208e-06, 0.390251, 0.00148427
398, 0.749631, 2.9621e-06, 0.390261, 0.00148427
398, 0.760606, 2.96214e-06, 0.390277, 0.00148427
398, 0.771582, 2.96219e-06, 0.3903, 0.00148427
398, 0.782557, 2.96225e-06, 0.390333, 0.00148427
398, 0.793532, 2.96235e-06, 0.390378, 0.00148427
398, 0.804508, 2.96249e-06, 0.390442, 0.00148427
398, 0.815483, 2.96267e-06, 0.390529, 0.00148427
398, 0.826458, 2.96293e-06, 0.39065, 0.00148427
398, 0.837434, 2.96329e-06, 0.390817, 0.00148427
398, 0.848409, 2.96378e-06, 0.391046, 0.00148427
398, 0.859385, 2.96445e-06, 0.391364, 0.00148427
398, 0.87036, 2.96538e-06, 0.391801, 0.00148427
398, 0.881335, 2.96667e-06, 0.392406, 0.00148427
398, 0.892311, 2.96845e-06, 0.393241, 0.00148427
398, 0.903286, 2.97092e-06, 0.394397, 0.00148427
398, 0.914262, 2.97433e-06, 0.396001, 0.00148427
398, 0.925237, 2.97908e-06, 0.398231, 0.00148427
398, 0.936212, 2.98571e-06, 0.401344, 0.00148427
398, 0.947188, 2.99502e-06, 0.40571, 0.00148427
398, 0.958163, 3.00817e-06, 0.411882, 0.00148427
398, 0.969139, 3.02695e-06, 0.420695, 0.00148427
398, 0.980114, 3.05416e-06, 0.433468, 0.00148427
398, 0.991089, 3.09446e-06, 0.452384, 0.00148427
398, 1.00206, 3.15609e-06, 0.481308, 0.00148427
398, 1.01304, 3.2551e-06, 0.527779, 0.00148427
398, 1.02402, 3.42755e-06, 0.608718, 0.00148427
398, 1.03499, 3.77479e-06, 0.771696, 0.00148427
398, 1.04597, 4.73511e-06, 1.22242, 0.00148427
398, 1.05694, 1.5443e-05, 6.24815, 0.00148427
398, 1.06792, 2.95505, 1.20975e+06, 0.00164812
398, 1.07889, 1.06211e-06, -0.501498, 0.00148427
398, 1.08987, 1.55672e-06, -0.269355, 0.00148427
398, 1.10084, 1.78014e-06, -0.164493, 0.00148427
398, 1.11182, 1.90246e-06, -0.107083, 0.00148427
398, 1.12279, 1.97652e-06, -0.072322, 0.00148427
398, 1.13377, 2.02412e-06, -0.0499791, 0.00148427
388, 0.0347692, 0.0166492, 7634.86, 0.00146893
388, 0.0457738, 0.0119808, 5493.79, 0.00146893
388, 0.0567784, 0.00862169, 3953.18, 0.00146893
388, 0.067783, 0.00620464, 2844.64, 0.00146893
388, 0.0787877, 0.00446545, 2047, 0.00146893
388, 0.0897923, 0.00321403, 1473.06, 0.00146893
388, 0.100797, 0.00231357, 1060.08, 0.00146893
388, 0.111802, 0.00166565, 762.92, 0.00146893
388, 0.122806, 0.00119944, 549.101, 0.00146893
388, 0.133811, 0.000863979, 395.249, 0.00146893
388, 0.144815, 0.0006226, 284.544, 0.00146893
388, 0.15582, 0.000448916, 204.887, 0.00146893
388, 0.166825, 0.000323943, 147.57, 0.00146893
388, 0.177829, 0.000234018, 106.328, 0.00146893
388, 0.188834, 0.000169313, 76.6525, 0.00146893
388, 0.199838, 0.000122755, 55.2994, 0.00146893
388, 0.210843, 8.92542e-05, 39.9348, 0.00146893
388, 0.221848, 6.51488e-05, 28.8793, 0.00146893
388, 0.232852, 4.78039e-05, 20.9244, 0.00146893
388, 0.243857, 3.53233e-05, 15.2004, 0.00146893
388, 0.254862, 2.6343e-05, 11.0817, 0.00146893
388, 0.265866, 1.98812e-05, 8.11817, 0.00146893
388, 0.276871, 1.52317e-05, 5.98574, 0.00146893
388, 0.287875, 1.18861e-05, 4.45136, 0.00146893
388, 0.29888, 9.47884e-06, 3.3473, 0.00146893
388, 0.309885, 7.74668e-06, 2.55288, 0.00146893
388, 0.320889, 6.50031e-06, 1.98125, 0.00146893
388, 0.331894, 5.60349e-06, 1.56994, 0.00146893
388, 0.342898, 4.95819e-06, 1.27398, 0.00146893
388, 0.353903, 4.49386e-06, 1.06103, 0.00146893
388, 0.364908, 4.15975e-06, 0.907795, 0.00146893
388, 0.375912, 3.91935e-06, 0.797538, 0.00146893
388, 0.386917, 3.74636e-06, 0.718203, 0.00146893
388, 0.397922, 3.6219e-06, 0.661117, 0.00146893
388, 0.408926, 3.53233e-06, 0.620041, 0.00146893
388, 0.419931, 3.46789e-06, 0.590486, 0.00146893
388, 0.430935, 3.42152e-06, 0.569219, 0.00146893
388, 0.44194, 3.38816e-06, 0.553916, 0.00146893
388, 0.452945, 3.36415e-06, 0.542905, 0.00146893
388, 0.463949, 3.34687e-06, 0.534983, 0.00146893
388, 0.474954, 3.33444e-06, 0.529282, 0.00146893
388, 0.485958, 3.3255e-06, 0.52518, 0.00146893
388, 0.496963, 3.31906e-06, 0.522228, 0.00146893
388, 0.507968, 3.31443e-06, 0.520104, 0.00146893
388, 0.518972, 3.3111e-06, 0.518576, 0.00146893
388, 0.529977, 3.3087e-06, 0.517477, 0.00146893
388, 0.540982, 3.30698e-06, 0.516685, 0.00146893
388, 0.551986, 3.30574e-06, 0.516116, 0.00146893
388, 0.562991, 3.30484e-06, 0.515706, 0.00146893
388, 0.573995, 3.3042e-06, 0.515412, 0.00146893
388, 0.585, 3.30374e-06, 0.5152, 0.00146893
388, 0.596005, 3.30341e-06, 0.515047, 0.00146893
388, 0.607009, 3.30317e-06, 0.514938, 0.00146893
388, 0.618014, 3.30299e-06, 0.514859, 0.00146893
388, 0.629018, 3.30287e-06, 0.514802, 0.00146893
388, 0.640023, 3.30278e-06, 0.514762, 0.00146893
388, 0.651028, 3.30272e-06, 0.514733, 0.00146893
388, 0.662032, 3.30268e-06, 0.514713, 0.00146893
388, 0.673037, 3.30265e-06, 0.514699, 0.00146893
388, 0.684042, 3.30263e-06, 0.51469, 0.00146893
388, 0.695046, 3.30261e-06, 0.514685, 0.00146893
388, 0.706051, 3.30261e-06, 0.514682, 0.00146893
388, 0.717055, 3.30261e-06, 0.514683, 0.00146893
388, 0.72806, 3.30262e-06, 0.514687, 0.00146893
388, 0.739065, 3.30264e-06, 0.514695, 0.00146893
388, 0.750069, 3.30266e-06, 0.514706, 0.00146893
388, 0.761074, 3.3027e-06, 0.514724, 0.00146893
388, 0.772078, 3.30275e-06, 0.514748, 0.00146893
388, 0.783083, 3.30283e-06, 0.514783, 0.00146893
388, 0.794088, 3.30294e-06, 0.514832, 0.00146893
388, 0.805092, 3.30308e-06, 0.5149, 0.00146893
388, 0.816097, 3.30329e-06, 0.514995, 0.00146893
388, 0.827102, 3.30358e-06, 0.515128, 0.00146893
388, 0.838106, 3.30398e-06, 0.515312, 0.00146893
388, 0.849111, 3.30454e-06, 0.515568, 0.00146893
388, 0.860115, 3.30532e-06, 0.515924, 0.00146893
388, 0.87112, 3.3064e-06, 0.51642, 0.00146893
388, 0.882125, 3.30791e-06, 0.517112, 0.00146893
388, 0.893129, 3.31001e-06, 0.518075, 0.00146893
388, 0.904134, 3.31294e-06, 0.519421, 0.00146893
388, 0.915138, 3.31704e-06, 0.521302, 0.00146893
388, 0.926143, 3.32279e-06, 0.52394, 0.00146893
388, 0.937148, 3.33088e-06, 0.52765, 0.00146893
388, 0.948152, 3.34232e-06, 0.532894, 0.00146893
388, 0.959157, 3.35859e-06, 0.540358, 0.00146893
388, 0.970162, 3.38198e-06, 0.551085, 0.00146893
388, 0.981166, 3.41607e-06, 0.56672, 0.00146893
388, 0.992171, 3.4668e-06, 0.589984, 0.00146893
388, 1.00318, 3.54462e-06, 0.625678, 0.00146893
388, 1.01418, 3.66986e-06, 0.683114, 0.00146893
388, 1.02518, 3.88767e-06, 0.78301, 0.00146893
388, 1.03619, 4.32315e-06, 0.982734, 0.00146893
388, 1.04719, 5.49986e-06, 1.52241, 0.00146893
388, 1.0582, 1.61986e-05, 6.42922, 0.00146893
388, 1.0692, 11.832, 4.78675e+06, 0.00162377
388, 1.08021, 7.35871e-07, -0.662506, 0.00146893
388, 1.09121, 1.4167e-06, -0.350255, 0.00146893
388, 1.10222, 1.71896e-06, -0.211632, 0.00146893
388, 1.11322, 1.8827e-06, -0.136533, 0.00146893
388, 1.12423, 1.98102e-06, -0.0914388, 0.00146893
388, 1.13523, 2.04375e-06, -0.0626717, 0.00146893
378, 0.0333255, 0.0177696, 7921.09, 0.00148793
378, 0.044359, 0.0126651, 5645.36, 0.00148793
378, 0.0553925, 0.00902717, 4023.51, 0.00148793
378, 0.066426, 0.00643452, 2867.65, 0.00148793
378, 0.0774595, 0.0045868, 2043.89, 0.00148793
378, 0.088493, 0.00326996, 1456.82, 0.00148793
378, 0.0995264, 0.00233149, 1038.43, 0.00148793
378, 0.11056, 0.00166266, 740.25, 0.00148793
378, 0.121593, 0.001186, 527.745, 0.00148793
378, 0.132627, 0.000846298, 376.298, 0.00148793
378, 0.14366, 0.000604199, 268.365, 0.00148793
378, 0.154694, 0.00043166, 191.443, 0.00148793
378, 0.165727, 0.000308696, 136.623, 0.00148793
378, 0.176761, 0.000221062, 97.5542, 0.00148793
378, 0.187794, 0.000158608, 69.7107, 0.00148793
378, 0.198828, 0.000114098, 49.8672, 0.00148793
378, 0.209861, 8.23765e-05, 35.7252, 0.00148793
378, 0.220895, 5.97695e-05, 25.6465, 0.00148793
378, 0.231928, 4.36581e-05, 18.4637, 0.00148793
378, 0.242962, 3.21758e-05, 13.3447, 0.00148793
378, 0.253995, 2.39927e-05, 9.69644, 0.00148793
378, 0.265029, 1.81607e-05, 7.09644, 0.00148793
378, 0.276062, 1.40044e-05, 5.24347, 0.00148793
378, 0.287096, 1.10423e-05, 3.92291, 0.00148793
378, 0.298129, 8.93133e-06, 2.98177, 0.00148793
378, 0.309163, 7.42685e-06, 2.31105, 0.00148793
378, 0.320196, 6.35465e-06, 1.83304, 0.00148793
378, 0.33123, 5.59052e-06, 1.49237, 0.00148793
378, 0.342263, 5.04594e-06, 1.24959, 0.00148793
378, 0.353297, 4.65783e-06, 1.07656, 0.00148793
378, 0.36433, 4.38123e-06, 0.953246, 0.00148793
378, 0.375364, 4.18411e-06, 0.865364, 0.00148793
378, 0.386397, 4.04362e-06, 0.802732, 0.00148793
378, 0.397431, 3.9435e-06, 0.758096, 0.00148793
378, 0.408464, 3.87215e-06, 0.726285, 0.00148793
378, 0.419498, 3.82129e-06, 0.703614, 0.00148793
378, 0.430531, 3.78505e-06, 0.687456, 0.00148793
378, 0.441565, 3.75922e-06, 0.675942, 0.00148793
378, 0.452598, 3.74082e-06, 0.667735, 0.00148793
378, 0.463632, 3.7277e-06, 0.661887, 0.00148793
378, 0.474665, 3.71835e-06, 0.657719, 0.00148793
378, 0.485699, 3.71169e-06, 0.654748, 0.00148793
378, 0.496732, 3.70694e-06, 0.652631, 0.00148793
378, 0.507766, 3.70355e-06, 0.651123, 0.00148793
378, 0.518799, 3.70114e-06, 0.650047, 0.00148793
378, 0.529833, 3.69942e-06, 0.649281, 0.00148793
378, 0.540866, 3.6982e-06, 0.648735, 0.00148793
378, 0.5519, 3.69732e-06, 0.648346, 0.00148793
378, 0.562933, 3.6967e-06, 0.648068, 0.00148793
378, 0.573967, 3.69626e-06, 0.647871, 0.00148793
378, 0.585, 3.69594e-06, 0.64773, 0.00148793
378, 0.596033, 3.69572e-06, 0.64763, 0.00148793
378, 0.607067, 3.69556e-06, 0.647558, 0.00148793
378, 0.6181, 3.69544e-06, 0.647507, 0.00148793
378, 0.629134, 3.69536e-06, 0.647471, 0.00148793
378, 0.640167, 3.69531e-06, 0.647446, 0.00148793
378, 0.651201, 3.69527e-06, 0.647428, 0.00148793
378, 0.662234, 3.69524e-06, 0.647416, 0.00148793
378, 0.673268, 3.69522e-06, 0.647408, 0.00148793
378, 0.684301, 3.69521e-06, 0.647403, 0.00148793
378, 0.695335, 3.6952e-06, 0.6474, 0.00148793
378, 0.706368, 3.6952e-06, 0.6474, 0.00148793
378, 0.717402, 3.69521e-06, 0.647402, 0.00148793
378, 0.728435, 3.69522e-06, 0.647407, 0.00148793
378, 0.739469, 3.69524e-06, 0.647415, 0.00148793
378, 0.750502, 3.69526e-06, 0.647427, 0.00148793
378, 0.761536, 3.6953e-06, 0.647444, 0.00148793
378, 0.772569, 3.69536e-06, 0.647468, 0.00148793
378, 0.783603, 3.69543e-06, 0.647503, 0.00148793
378, 0.794636, 3.69554e-06, 0.647552, 0.00148793
378, 0.80567, 3.6957e-06, 0.647621, 0.00148793
378, 0.816703, 3.69592e-06, 0.647718, 0.00148793
378, 0.827737, 3.69622e-06, 0.647854, 0.00148793
378, 0.83877, 3.69665e-06, 0.648045, 0.00148793
378, 0.849804, 3.69725e-06, 0.648313, 0.00148793
378, 0.860837, 3.6981e-06, 0.64869, 0.00148793
378, 0.871871, 3.69928e-06, 0.649219, 0.00148793
378, 0.882904, 3.70095e-06, 0.649963, 0.00148793
378, 0.893938, 3.7033e-06, 0.65101, 0.00148793
378, 0.904971, 3.70661e-06, 0.652485, 0.00148793
378, 0.916005, 3.71128e-06, 0.654566, 0.00148793
378, 0.927038, 3.71788e-06, 0.657509, 0.00148793
378, 0.938072, 3.72724e-06, 0.661682, 0.00148793
378, 0.949105, 3.74058e-06, 0.667629, 0.00148793
378, 0.960139, 3.7597e-06, 0.676155, 0.00148793
378, 0.971172, 3.78738e-06, 0.688493, 0.00148793
378, 0.982206, 3.82795e-06, 0.706583, 0.00148793
378, 0.993239, 3.88862e-06, 0.733632, 0.00148793
378, 1.00427, 3.98203e-06, 0.775274, 0.00148793
378, 1.01531, 4.13252e-06, 0.842366, 0.00148793
378, 1.02634, 4.39367e-06, 0.958791, 0.00148793
378, 1.03737, 4.91109e-06, 1.18947, 0.00148793
378, 1.04841, 6.27082e-06, 1.79566, 0.00148793
378, 1.05944, 1.63806e-05, 6.3028, 0.00148793
378, 1.07047, 33.4035, 1.33279e+07, 0.00162606
378, 1.08151, 3.48911e-07, -0.844448, 0.00148793
378, 1.09254, 1.26115e-06, -0.437754, 0.00148793
378, 1.10357, 1.65711e-06, -0.261225, 0.00148793
378, 1.11461, 1.86885e-06, -0.166827, 0.00148793
378, 1.12564, 1.99475e-06, -0.110698, 0.00148793
378, 1.13667, 2.07438e-06, -0.0751973, 0.00148793
368, 0.0319002, 0.0192214, 8422.49, 0.00146207
368, 0.0429622, 0.0135622, 5942.42, 0.00146207
368, 0.0540242, 0.00956955, 4192.7, 0.00146207
368, 0.0650862, 0.00675267, 2958.25, 0.00146207
368, 0.0761482, 0.00476533, 2087.33, 0.00146207
368, 0.0872102, 0.00336324, 1472.88, 0.00146207
368, 0.0982722, 0.00237404, 1039.39, 0.00146207
368, 0.109334, 0.00167615, 733.547, 0.00146207
368, 0.120396, 0.00118378, 517.774, 0.00146207
368, 0.131458, 0.000836409, 365.543, 0.00146207
368, 0.14252, 0.000591333, 258.142, 0.00146207
368, 0.153582, 0.000418429, 182.37, 0.00146207
368, 0.164644, 0.000296443, 128.911, 0.00146207
368, 0.175706, 0.00021038, 91.1956, 0.00146207
368, 0.186768, 0.000149661, 64.5867, 0.00146207
368, 0.19783, 0.000106824, 45.8138, 0.00146207
368, 0.208892, 7.66012e-05, 32.5693, 0.00146207
368, 0.219954, 5.52789e-05, 23.2251, 0.00146207
368, 0.231016, 4.02357e-05, 16.6326, 0.00146207
368, 0.242078, 2.96225e-05, 11.9816, 0.00146207
368, 0.25314, 2.21348e-05, 8.70023, 0.00146207
368, 0.264202, 1.68521e-05, 6.38518, 0.00146207
368, 0.275264, 1.31251e-05, 4.75188, 0.00146207
368, 0.286326, 1.04957e-05, 3.59957, 0.00146207
368, 0.297388, 8.64059e-06, 2.7866, 0.00146207
368, 0.30845, 7.33179e-06, 2.21304, 0.00146207
368, 0.319512, 6.40841e-06, 1.80839, 0.00146207
