Temperature, Et, NtSigman, k, chi2
443, 0.94271, 1.93513e-06, -0.0353077, 0.00148669
443, 0.95355, 1.93366e-06, -0.0360408, 0.00148669
443, 0.96439, 1.93161e-06, -0.037063, 0.00148669
443, 0.975229, 1.9287e-06, -0.038514, 0.00148669
443, 0.986069, 1.92446e-06, -0.0406267, 0.00148669
443, 0.996909, 1.91806e-06, -0.0438197, 0.00148669
443, 1.00775, 1.90781e-06, -0.0489278, 0.00148669
443, 1.01859, 1.88983e-06, -0.0578924, 0.00148669
443, 1.02943, 1.85247e-06, -0.076515, 0.00148669
443, 1.04027, 1.73795e-06, -0.133605, 0.00148669
443, 1.05111, 0.068836, 34357.9, 0.00148665
443, 1.06195, 2.2109e-06, 0.102168, 0.00148669
443, 1.07279, 2.09364e-06, 0.0437102, 0.00148669
443, 1.08363, 2.05578e-06, 0.0248345, 0.00148669
443, 1.09447, 2.03762e-06, 0.0157816, 0.00148669
443, 1.10531, 2.02729e-06, 0.0106329, 0.00148669
443, 1.11615, 2.02084e-06, 0.00741808, 0.00148669
443, 1.12699, 2.01658e-06, 0.00529245, 0.00148669
433, 0.0414791, 0.012929, 6397.52, 0.00146078
433, 0.0523495, 0.00966199, 4780.67, 0.00146078
433, 0.0632199, 0.00722063, 3572.45, 0.00146078
433, 0.0740903, 0.00539628, 2669.59, 0.00146078
433, 0.0849608, 0.004033, 1994.91, 0.00146078
433, 0.0958312, 0.00301426, 1490.74, 0.00146078
433, 0.106702, 0.002253, 1114, 0.00146078
433, 0.117572, 0.00168412, 832.465, 0.00146078
433, 0.128442, 0.00125902, 622.085, 0.00146078
433, 0.139313, 0.000941362, 464.875, 0.00146078
433, 0.150183, 0.000703982, 347.397, 0.00146078
433, 0.161054, 0.000526596, 259.61, 0.00146078
433, 0.171924, 0.000394041, 194.009, 0.00146078
433, 0.182795, 0.000294986, 144.987, 0.00146078
433, 0.193665, 0.000220966, 108.355, 0.00146078
433, 0.204535, 0.000165654, 80.9812, 0.00146078
433, 0.215406, 0.00012432, 60.5255, 0.00146078
433, 0.226276, 9.3433e-05, 45.2395, 0.00146078
433, 0.237147, 7.0352e-05, 33.8169, 0.00146078
433, 0.248017, 5.31043e-05, 25.2811, 0.00146078
433, 0.258887, 4.02156e-05, 18.9025, 0.00146078
433, 0.269758, 3.05843e-05, 14.136, 0.00146078
433, 0.280628, 2.33872e-05, 10.5742, 0.00146078
433, 0.291499, 1.8009e-05, 7.91256, 0.00146078
433, 0.302369, 1.399e-05, 5.9236, 0.00146078
433, 0.31324, 1.09868e-05, 4.43731, 0.00146078
433, 0.32411, 8.74258e-06, 3.32666, 0.00146078
433, 0.33498, 7.06554e-06, 2.4967, 0.00146078
433, 0.345851, 5.81234e-06, 1.8765, 0.00146078
433, 0.356721, 4.87587e-06, 1.41304, 0.00146078
433, 0.367592, 4.17607e-06, 1.06672, 0.00146078
433, 0.378462, 3.65314e-06, 0.807919, 0.00146078
433, 0.389332, 3.26236e-06, 0.614527, 0.00146078
433, 0.400203, 2.97035e-06, 0.470012, 0.00146078
433, 0.411073, 2.75214e-06, 0.36202, 0.00146078
433, 0.421944, 2.58908e-06, 0.281321, 0.00146078
433, 0.432814, 2.46722e-06, 0.221018, 0.00146078
433, 0.443685, 2.37617e-06, 0.175955, 0.00146078
433, 0.454555, 2.30813e-06, 0.142281, 0.00146078
433, 0.465425, 2.25728e-06, 0.117117, 0.00146078
433, 0.476296, 2.21928e-06, 0.0983129, 0.00146078
433, 0.487166, 2.19089e-06, 0.0842613, 0.00146078
433, 0.498037, 2.16967e-06, 0.073761, 0.00146078
433, 0.508907, 2.15382e-06, 0.0659145, 0.00146078
433, 0.519777, 2.14197e-06, 0.060051, 0.00146078
433, 0.530648, 2.13312e-06, 0.0556694, 0.00146078
433, 0.541518, 2.1265e-06, 0.0523952, 0.00146078
433, 0.552389, 2.12156e-06, 0.0499485, 0.00146078
433, 0.563259, 2.11786e-06, 0.0481202, 0.00146078
433, 0.57413, 2.1151e-06, 0.0467539, 0.00146078
433, 0.585, 2.11304e-06, 0.045733, 0.00146078
433, 0.59587, 2.1115e-06, 0.0449702, 0.00146078
433, 0.606741, 2.11035e-06, 0.0444001, 0.00146078
433, 0.617611, 2.10949e-06, 0.0439741, 0.00146078
433, 0.628482, 2.10884e-06, 0.0436559, 0.00146078
433, 0.639352, 2.10836e-06, 0.0434181, 0.00146078
433, 0.650223, 2.108e-06, 0.0432406, 0.00146078
433, 0.661093, 2.10774e-06, 0.0431081, 0.00146078
433, 0.671963, 2.10754e-06, 0.0430092, 0.00146078
433, 0.682834, 2.10739e-06, 0.0429355, 0.00146078
433, 0.693704, 2.10728e-06, 0.0428809, 0.00146078
433, 0.704575, 2.10719e-06, 0.0428404, 0.00146078
433, 0.715445, 2.10713e-06, 0.0428107, 0.00146078
433, 0.726315, 2.10709e-06, 0.0427892, 0.00146078
433, 0.737186, 2.10706e-06, 0.0427742, 0.00146078
433, 0.748056, 2.10704e-06, 0.0427643, 0.00146078
433, 0.758927, 2.10703e-06, 0.0427588, 0.00146078
433, 0.769797, 2.10703e-06, 0.042757, 0.00146078
433, 0.780668, 2.10703e-06, 0.0427589, 0.00146078
433, 0.791538, 2.10704e-06, 0.0427647, 0.00146078
433, 0.802408, 2.10706e-06, 0.0427748, 0.00146078
433, 0.813279, 2.10709e-06, 0.0427901, 0.00146078
433, 0.824149, 2.10714e-06, 0.042812, 0.00146078
433, 0.83502, 2.1072e-06, 0.0428422, 0.00146078
433, 0.84589, 2.10728e-06, 0.0428834, 0.00146078
433, 0.85676, 2.10739e-06, 0.0429394, 0.00146078
433, 0.867631, 2.10755e-06, 0.0430149, 0.00146078
433, 0.878501, 2.10775e-06, 0.0431167, 0.00146078
433, 0.889372, 2.10803e-06, 0.0432538, 0.00146078
433, 0.900242, 2.1084e-06, 0.0434389, 0.00146078
433, 0.911113, 2.10891e-06, 0.0436894, 0.00146078
433, 0.921983, 2.1096e-06, 0.0440291, 0.00146078
433, 0.932853, 2.11053e-06, 0.0444921, 0.00146078
433, 0.943724, 2.11182e-06, 0.0451272, 0.00146078
433, 0.954594, 2.11359e-06, 0.0460061, 0.00146078
433, 0.965465, 2.11608e-06, 0.0472373, 0.00146078
433, 0.976335, 2.11962e-06, 0.048992, 0.00146078
433, 0.987205, 2.1248e-06, 0.0515546, 0.00146078
433, 0.998076, 2.13264e-06, 0.055435, 0.00146078
433, 1.00895, 2.14519e-06, 0.0616438, 0.00146078
433, 1.01982, 2.16715e-06, 0.0725123, 0.00146078
433, 1.03069, 2.2124e-06, 0.0949042, 0.00146078
433, 1.04156, 2.34745e-06, 0.161742, 0.00146078
433, 1.05243, 7.70015e-06, 2.81077, 0.00146078
433, 1.0633, 1.74911e-06, -0.134375, 0.00146078
433, 1.07417, 1.9076e-06, -0.0559388, 0.00146078
433, 1.08504, 1.95717e-06, -0.0314064, 0.00146078
433, 1.09591, 1.98064e-06, -0.0197913, 0.00146078
433, 1.10678, 1.99388e-06, -0.013239, 0.00146078
433, 1.11765, 2.00209e-06, -0.00917446, 0.00146078
433, 1.12852, 2.00749e-06, -0.00650278, 0.00146078
418, 0.0392051, 0.0140094, 6821.66, 0.00154482
418, 0.050121, 0.0103475, 5038.27, 0.00154482
418, 0.0610369, 0.00764291, 3721.13, 0.00154482
418, 0.0719528, 0.00564541, 2748.34, 0.00154482
418, 0.0828687, 0.00417013, 2029.87, 0.00154482
418, 0.0937846, 0.00308054, 1499.24, 0.00154482
418, 0.104701, 0.00227581, 1107.33, 0.00154482
418, 0.115616, 0.00168146, 817.881, 0.00154482
418, 0.126532, 0.0012425, 604.105, 0.00154482
418, 0.137448, 0.000918303, 446.218, 0.00154482
418, 0.148364, 0.000678861, 329.608, 0.00154482
418, 0.15928, 0.000502017, 243.485, 0.00154482
418, 0.170196, 0.000371407, 179.877, 0.00154482
418, 0.181112, 0.000274943, 132.899, 0.00154482
418, 0.192028, 0.000203699, 98.2022, 0.00154482
418, 0.202944, 0.00015108, 72.5766, 0.00154482
418, 0.21386, 0.000112218, 53.6505, 0.00154482
418, 0.224775, 8.35154e-05, 39.6724, 0.00154482
418, 0.235691, 6.2317e-05, 29.3487, 0.00154482
418, 0.246607, 4.66606e-05, 21.724, 0.00154482
418, 0.257523, 3.50974e-05, 16.0926, 0.00154482
418, 0.268439, 2.65572e-05, 11.9335, 0.00154482
418, 0.279355, 2.02498e-05, 8.86173, 0.00154482
418, 0.290271, 1.55913e-05, 6.59304, 0.00154482
418, 0.301187, 1.21507e-05, 4.91747, 0.00154482
418, 0.312103, 9.60966e-06, 3.67995, 0.00154482
418, 0.323018, 7.73292e-06, 2.76597, 0.00154482
418, 0.333934, 6.34682e-06, 2.09093, 0.00154482
418, 0.34485, 5.3231e-06, 1.59238, 0.00154482
418, 0.355766, 4.56702e-06, 1.22416, 0.00154482
418, 0.366682, 4.0086e-06, 0.95221, 0.00154482
418, 0.377598, 3.59618e-06, 0.751357, 0.00154482
418, 0.388514, 3.29158e-06, 0.603015, 0.00154482
418, 0.39943, 3.06661e-06, 0.493455, 0.00154482
418, 0.410346, 2.90046e-06, 0.412537, 0.00154482
418, 0.421262, 2.77774e-06, 0.352775, 0.00154482
418, 0.432177, 2.68711e-06, 0.308637, 0.00154482
418, 0.443093, 2.62017e-06, 0.276037, 0.00154482
418, 0.454009, 2.57074e-06, 0.251961, 0.00154482
418, 0.464925, 2.53422e-06, 0.234179, 0.00154482
418, 0.475841, 2.50726e-06, 0.221046, 0.00154482
418, 0.486757, 2.48734e-06, 0.211346, 0.00154482
418, 0.497673, 2.47263e-06, 0.204183, 0.00154482
418, 0.508589, 2.46177e-06, 0.198892, 0.00154482
418, 0.519505, 2.45374e-06, 0.194984, 0.00154482
418, 0.530421, 2.44782e-06, 0.192098, 0.00154482
418, 0.541336, 2.44344e-06, 0.189966, 0.00154482
418, 0.552252, 2.44021e-06, 0.188392, 0.00154482
418, 0.563168, 2.43782e-06, 0.18723, 0.00154482
418, 0.574084, 2.43606e-06, 0.186371, 0.00154482
418, 0.585, 2.43475e-06, 0.185737, 0.00154482
418, 0.595916, 2.43379e-06, 0.185268, 0.00154482
418, 0.606832, 2.43308e-06, 0.184923, 0.00154482
418, 0.617748, 2.43256e-06, 0.184667, 0.00154482
418, 0.628664, 2.43217e-06, 0.184479, 0.00154482
418, 0.639579, 2.43189e-06, 0.18434, 0.00154482
418, 0.650495, 2.43168e-06, 0.184238, 0.00154482
418, 0.661411, 2.43152e-06, 0.184163, 0.00154482
418, 0.672327, 2.43141e-06, 0.184108, 0.00154482
418, 0.683243, 2.43133e-06, 0.184068, 0.00154482
418, 0.694159, 2.43127e-06, 0.184039, 0.00154482
